id,selling_date,vehicle_type,transmission_type,fuel_type,repaired,seller,brand,odometer,horse_power,manufactured_date,price
7178,2011-03-19 14:56:13,compact car,Manual,gasoline,,689,peugeot,"150,000km",60,1997,"1,044,000 Rwf"
7179,2011-03-29 09:53:00,compact car,,gasoline,,234,ford,"125,000km",60,1993,"960,000 Rwf"
7180,2011-03-27 18:56:39,Other,Manual,gasoline,,784,volkswagen,"125,000km",160,2004,"97,080,000 Rwf"
7181,2011-03-20 11:39:54,sedan,Manual,diesel,,20,volkswagen,"100,000km",0,1992,"12,360,000 Rwf"
7182,2011-03-22 13:06:21,sedan,Manual,gasoline,,112,bmw,"150,000km",130,2001,"108,000,000 Rwf"
7183,2011-03-06 16:37:22,compact car,Manual,gasoline,,411,ford,"150,000km",60,1994,"600,000 Rwf"
7184,2011-04-04 13:50:21,compact car,Manual,gasoline,Yes,533,alfa_romeo,"150,000km",150,1998,"420,000 Rwf"
7185,2011-03-27 10:51:54,sedan,Manual,diesel,,743,bmw,"150,000km",143,2002,"96,360,000 Rwf"
7186,2011-03-16 12:51:48,sedan,Manual,diesel,,894,bmw,"150,000km",163,2000,"48,000,000 Rwf"
7187,2011-04-01 17:51:22,station wagon,Manual,gasoline,,65,bmw,"150,000km",143,2003,"96,600,000 Rwf"
7188,2011-03-18 01:36:45,van,Manual,diesel,,904,peugeot,"150,000km",128,1998,"24,600,000 Rwf"
7189,2011-03-12 13:53:39,station wagon,Manual,diesel,,656,volkswagen,"150,000km",101,1999,"49,188,000 Rwf"
7190,2011-03-20 12:36:33,compact car,Manual,gasoline,,801,volkswagen,"80,000km",64,1999,"36,600,000 Rwf"
7191,2011-03-11 16:45:06,compact car,Manual,diesel,,929,seat,"150,000km",110,1997,"13,140,000 Rwf"
7192,2011-03-29 13:55:20,compact car,Manual,gasoline,,161,suzuki,"125,000km",102,2001,"48,000,000 Rwf"
7193,2011-03-30 08:55:33,station wagon,Automatic,diesel,Yes,566,opel,"150,000km",184,2001,"72,360,000 Rwf"
7194,2011-03-08 13:39:30,station wagon,Manual,gasoline,Yes,456,bmw,"150,000km",192,1990,"780,000 Rwf"
7195,2011-03-05 16:53:17,sedan,Automatic,diesel,,221,audi,"150,000km",224,1999,"96,360,000 Rwf"
7196,2011-04-03 22:47:43,van,Manual,diesel,,277,volkswagen,"150,000km",131,2000,"72,598,800 Rwf"
7197,2011-03-22 13:57:39,sedan,Automatic,diesel,,1,bmw,"90,000km",204,2005,"132,000,000 Rwf"
7198,2011-03-28 20:46:00,other,Automatic,diesel,,624,audi,"150,000km",140,1999,"60,600,000 Rwf"
7199,2011-03-20 12:50:44,compact car,Automatic,gasoline,,444,peugeot,"70,000km",75,1993,"12,358,800 Rwf"
7200,2011-03-17 22:50:54,station wagon,Manual,gasoline,,578,audi,"100,000km",125,2002,"108,840,000 Rwf"
7201,2011-03-09 20:36:24,sedan,Manual,gasoline,Yes,689,hyundai,"70,000km",122,2002,"48,600,000 Rwf"
7202,2011-04-01 23:55:55,sedan,Manual,gasoline,,219,bmw,"150,000km",170,1995,"24,660,000 Rwf"
7203,2011-03-31 10:37:53,sedan,Manual,gasoline,,276,volkswagen,"150,000km",75,1995,"12,540,000 Rwf"
7204,2011-03-20 12:55:05,compact car,Manual,gasoline,,791,seat,"150,000km",69,2000,"25,020,000 Rwf"
7205,2011-03-10 18:06:26,sedan,Automatic,gasoline,,2,bmw,"150,000km",170,1997,"37,080,000 Rwf"
7206,2011-03-19 09:47:24,van,Manual,LPG,,265,opel,"150,000km",101,2000,"25,140,000 Rwf"
7207,2011-03-10 19:54:45,convertible,Manual,gasoline,,933,opel,"150,000km",125,1997,"36,718,800 Rwf"
7208,2011-03-27 22:49:57,compact car,Automatic,gasoline,,129,opel,"150,000km",68,1998,"12,480,000 Rwf"
7209,2011-03-19 02:48:26,convertible,Automatic,gasoline,,354,audi,"125,000km",160,2003,"156,960,000 Rwf"
7210,2011-03-15 11:41:49,sedan,Automatic,diesel,,178,bmw,"150,000km",286,2004,"325,080,000 Rwf"
7211,2011-03-21 13:40:57,compact car,Manual,gasoline,,975,opel,"60,000km",80,2004,"60,300,000 Rwf"
7212,2011-03-17 13:49:49,station wagon,Manual,gasoline,,654,hyundai,"150,000km",126,2003,"49,188,000 Rwf"
7213,2011-03-09 21:38:55,station wagon,Manual,diesel,,549,ford,"150,000km",75,1999,"24,360,000 Rwf"
7214,2011-03-26 15:06:22,sedan,Manual,gasoline,Yes,2,mitsubishi,"125,000km",55,2003,"36,600,000 Rwf"
7215,2011-03-26 10:54:04,compact car,Manual,gasoline,,579,opel,"125,000km",109,1989,0 Rwf
7216,2011-03-30 19:38:33,SUV,Manual,gasoline,,131,volkswagen,"90,000km",75,1975,"61,080,000 Rwf"
7217,2011-03-25 13:57:29,compact car,Manual,gasoline,,172,volkswagen,"150,000km",54,2003,"24,538,800 Rwf"
7218,2011-03-12 16:46:10,sedan,Manual,diesel,,287,volkswagen,"125,000km",105,2007,"121,188,000 Rwf"
7219,2011-03-19 19:53:51,sedan,Manual,,,305,mercedes_benz,"125,000km",0,2003,"132,600,000 Rwf"
7220,2011-03-15 14:37:16,sedan,Manual,gasoline,,784,saab,"150,000km",154,1993,"418,800 Rwf"
7221,2011-03-16 19:43:51,sedan,Manual,gasoline,,252,skoda,"50,000km",102,2008,"157,198,800 Rwf"
7222,2011-03-19 15:47:59,sedan,Automatic,gasoline,,711,daihatsu,"150,000km",43,1996,"780,000 Rwf"
7223,2011-03-28 14:48:33,sedan,Automatic,gasoline,,295,volkswagen,"150,000km",102,1997,"12,564,000 Rwf"
7224,2011-04-01 21:36:59,,,gasoline,,887,daihatsu,"125,000km",0,2012,"12,240,000 Rwf"
7225,2011-03-24 16:57:29,compact car,Manual,gasoline,Yes,49,volkswagen,"125,000km",75,1990,"480,000 Rwf"
7226,2011-03-14 21:49:57,compact car,Manual,gasoline,,167,volkswagen,"150,000km",75,1994,"12,540,000 Rwf"
7227,2011-03-08 22:58:37,sedan,Manual,gasoline,,148,bmw,"150,000km",170,1998,"60,600,000 Rwf"
7228,2011-03-26 23:51:58,,Automatic,gasoline,,313,smart,"150,000km",71,2011,"36,300,000 Rwf"
7229,2011-03-07 20:56:26,van,Manual,diesel,Yes,254,renault,"150,000km",82,1999,"24,840,000 Rwf"
7230,2011-03-15 15:58:10,van,Manual,diesel,,578,volkswagen,"150,000km",140,2007,"216,000,000 Rwf"
7231,2011-03-23 15:56:52,compact car,Manual,gasoline,,942,renault,"150,000km",58,1996,"12,240,000 Rwf"
7232,2011-03-25 12:46:59,,,gasoline,,808,ford,"125,000km",0,2012,"958,800 Rwf"
7233,2011-03-19 20:36:56,station wagon,Manual,,,855,mercedes_benz,"150,000km",0,1997,"36,360,000 Rwf"
7234,2011-03-29 14:53:37,station wagon,Automatic,gasoline,,602,volkswagen,"150,000km",299,2003,"169,080,000 Rwf"
7235,2011-04-01 23:52:42,station wagon,Manual,gasoline,,578,volkswagen,"150,000km",150,1996,"24,420,000 Rwf"
7236,2011-03-06 14:06:45,compact car,Manual,gasoline,Yes,408,renault,"150,000km",55,1990,"120,000 Rwf"
7237,2011-03-25 14:43:10,compact car,Automatic,gasoline,,249,smart,"100,000km",61,2001,"24,720,000 Rwf"
7238,2011-03-27 17:36:42,van,Manual,diesel,,30,kia,"150,000km",144,1999,"24,240,000 Rwf"
7239,2011-03-26 16:38:43,Other,Manual,gasoline,,4,bmw,"80,000km",143,2004,"96,948,000 Rwf"
7240,2011-03-19 11:37:52,sedan,Manual,gasoline,,248,bmw,"150,000km",105,1994,"1,020,000 Rwf"
7241,2011-03-18 09:48:48,,,diesel,,545,mercedes_benz,"125,000km",0,2002,"72,180,000 Rwf"
7242,2011-03-05 17:46:24,station wagon,Manual,diesel,,448,mercedes_benz,"150,000km",150,1999,"84,000,000 Rwf"
7243,2011-03-26 15:52:18,compact car,Manual,gasoline,,672,opel,"150,000km",80,2004,"48,000,000 Rwf"
7244,2011-03-07 18:55:35,station wagon,Manual,gasoline,,487,volkswagen,"150,000km",90,1990,"1,140,000 Rwf"
7245,2011-03-09 15:45:47,station wagon,Manual,diesel,,964,renault,"150,000km",131,2000,"12,598,800 Rwf"
7246,2011-04-04 21:43:45,,,,,557,fiat,"150,000km",0,1965,0 Rwf
7247,2011-03-24 15:38:57,compact car,Manual,gasoline,,558,honda,"150,000km",75,1994,"598,800 Rwf"
7248,2011-03-16 14:53:05,sedan,Manual,gasoline,,775,bmw,"150,000km",118,1992,"540,000 Rwf"
7249,2011-03-15 15:51:17,compact car,Manual,gasoline,,33,renault,"80,000km",58,1997,"12,780,000 Rwf"
7250,2011-03-31 14:53:41,sedan,Automatic,gasoline,Yes,65,rover,"125,000km",0,1995,"12,180,000 Rwf"
7251,2011-03-19 08:52:53,compact car,Manual,gasoline,,843,volkswagen,"150,000km",60,1994,"1,140,000 Rwf"
7252,2011-03-09 00:57:01,station wagon,Manual,gasoline,Yes,306,volkswagen,"150,000km",0,1995,"960,000 Rwf"
7253,2011-03-23 23:56:06,station wagon,Manual,gasoline,,29,ford,"150,000km",110,1993,"240,000 Rwf"
7254,2011-03-17 15:58:38,sedan,Automatic,gasoline,Yes,100,honda,"150,000km",110,1986,"420,000 Rwf"
7255,2011-03-09 11:54:38,Other,Manual,diesel,,196,volkswagen,"150,000km",140,2007,"181,078,800 Rwf"
7256,2011-03-09 21:52:23,compact car,Manual,gasoline,,23,volkswagen,"150,000km",75,1999,"12,468,000 Rwf"
7257,2011-03-21 21:47:28,compact car,Manual,gasoline,,567,peugeot,"150,000km",55,1998,"12,718,800 Rwf"
7258,2011-03-31 20:47:01,compact car,Manual,gasoline,,158,volkswagen,"150,000km",0,1995,"12,000,000 Rwf"
7259,2011-03-12 16:39:53,SUV,Manual,diesel,,120,bmw,"150,000km",150,1999,"73,198,800 Rwf"
7260,2011-03-08 11:49:24,SUV,Manual,,,501,ford,"20,000km",124,1993,"1,188,000 Rwf"
7261,2011-04-01 16:50:26,Other,Manual,gasoline,,82,renault,"150,000km",112,2001,"36,478,800 Rwf"
7262,2011-03-21 15:49:35,compact car,Manual,gasoline,,332,volkswagen,"150,000km",75,1996,"36,900,000 Rwf"
7263,2011-03-18 15:47:41,compact car,Manual,gasoline,,144,volkswagen,"150,000km",60,1991,"840,000 Rwf"
7264,2011-03-27 13:50:00,convertible,Manual,gasoline,Yes,534,volkswagen,"150,000km",115,1997,"600,000 Rwf"
7265,2011-03-16 20:53:15,,,,,444,sonstige_autos,"5,000km",0,1990,0 Rwf
7266,2011-04-01 14:47:52,van,Automatic,diesel,,655,kia,"30,000km",128,2009,"228,600,000 Rwf"
7267,2011-03-10 12:48:45,SUV,Manual,diesel,,768,land_rover,"30,000km",122,2008,"517,080,000 Rwf"
7268,2011-03-07 20:56:01,,,gasoline,,225,volkswagen,"125,000km",0,1990,"660,000 Rwf"
7269,2011-03-10 19:51:52,station wagon,Manual,diesel,Yes,688,volkswagen,"150,000km",140,2002,"60,840,000 Rwf"
7270,2011-03-07 14:52:45,,Manual,,,109,volkswagen,"150,000km",0,1995,"1,020,000 Rwf"
7271,2011-03-30 11:25:42,,Manual,gasoline,,778,opel,"150,000km",0,2011,"180,000 Rwf"
7272,2011-03-30 18:48:54,,Manual,gasoline,,537,opel,"150,000km",101,2013,"36,180,000 Rwf"
7273,2011-03-17 19:39:05,van,Manual,gasoline,,512,volkswagen,"150,000km",116,1992,"13,080,000 Rwf"
7274,2011-03-29 13:52:35,compact car,Manual,gasoline,Yes,624,ford,"150,000km",60,2000,"960,000 Rwf"
7275,2011-03-07 20:54:07,Other,Manual,gasoline,,538,mercedes_benz,"100,000km",184,2006,"205,188,000 Rwf"
7276,2011-04-03 18:41:06,sedan,Manual,gasoline,,409,peugeot,"150,000km",158,2000,"36,600,000 Rwf"
7277,2011-03-05 14:32:59,compact car,Manual,gasoline,,760,volkswagen,"150,000km",45,1990,"144,000 Rwf"
7278,2011-03-31 12:50:52,,,,,485,volkswagen,"150,000km",0,1990,"264,000 Rwf"
7279,2011-04-02 10:58:53,sedan,Automatic,diesel,,444,bmw,"150,000km",177,2003,"144,600,000 Rwf"
7280,2011-03-06 12:37:22,station wagon,Manual,gasoline,,573,audi,"150,000km",125,1991,"900,000 Rwf"
7281,2011-03-25 12:57:20,compact car,Manual,gasoline,,622,ford,"100,000km",60,1995,"1,080,000 Rwf"
7282,2011-03-08 14:53:30,compact car,Manual,gasoline,,52,audi,"150,000km",101,1992,"720,000 Rwf"
7283,2011-03-11 15:53:07,sedan,Manual,diesel,,266,volkswagen,"150,000km",90,1994,"24,240,000 Rwf"
7284,2011-03-21 14:57:03,van,Manual,gasoline,,815,volkswagen,"150,000km",90,1991,"900,000 Rwf"
7285,2011-03-30 21:44:28,compact car,Manual,gasoline,,639,peugeot,"150,000km",63,1996,"600,000 Rwf"
7286,2011-03-19 14:42:54,station wagon,Automatic,gasoline,Yes,437,mazda,"150,000km",166,1998,"12,600,000 Rwf"
7287,2011-03-31 15:46:02,sedan,Automatic,diesel,Yes,932,bmw,"150,000km",231,2000,"60,000,000 Rwf"
7288,2011-03-12 20:38:19,sedan,Manual,diesel,,928,audi,"125,000km",136,2007,"157,080,000 Rwf"
7289,2011-04-05 08:56:06,SUV,Manual,diesel,,227,kia,"150,000km",140,1998,"48,600,000 Rwf"
7290,2011-03-22 18:43:37,,,,,878,mercedes_benz,"5,000km",0,1965,"180,000 Rwf"
7291,2011-03-28 17:39:07,sedan,Manual,gasoline,,155,honda,"150,000km",0,1995,"12,240,000 Rwf"
7292,2011-03-31 23:52:51,van,Manual,gasoline,,334,renault,"150,000km",114,1993,"720,000 Rwf"
7293,2011-03-13 00:58:51,convertible,Manual,gasoline,,6,mazda,"150,000km",115,1989,"12,360,000 Rwf"
7294,2011-03-23 19:00:13,compact car,Automatic,gasoline,,418,smart,"150,000km",57,1996,"24,000,000 Rwf"
7295,2011-04-03 13:51:16,,Manual,gasoline,,101,volkswagen,"150,000km",54,2013,"13,080,000 Rwf"
7296,2011-04-05 12:49:16,compact car,Manual,gasoline,,690,renault,"125,000km",75,1998,"24,348,000 Rwf"
7297,2011-04-01 21:55:24,sedan,Automatic,gasoline,Yes,505,opel,"80,000km",78,1991,"12,540,000 Rwf"
7298,2011-03-25 19:38:34,sedan,Manual,gasoline,,554,mercedes_benz,"150,000km",29,1995,"24,600,000 Rwf"
7299,2011-04-01 21:54:30,sedan,Automatic,gasoline,,749,audi,"90,000km",349,2001,"216,000,000 Rwf"
7300,2011-03-21 10:51:51,compact car,Automatic,gasoline,,670,smart,"20,000km",61,2002,"24,838,800 Rwf"
7301,2011-03-28 18:06:22,station wagon,Automatic,diesel,,2,audi,"150,000km",140,2000,"60,958,800 Rwf"
7302,2011-03-11 00:54:37,SUV,Manual,gasoline,Yes,394,hyundai,"150,000km",140,2002,"49,080,000 Rwf"
7303,2011-03-10 19:47:35,compact car,Manual,gasoline,,59,opel,"150,000km",58,1997,"12,660,000 Rwf"
7304,2011-03-08 11:51:58,compact car,Manual,gasoline,,102,volkswagen,"125,000km",64,1997,"24,600,000 Rwf"
7305,2011-03-14 19:44:30,convertible,Manual,gasoline,,390,audi,"150,000km",179,1995,"72,600,000 Rwf"
7306,2011-03-24 14:56:23,sedan,Automatic,diesel,,1,audi,"80,000km",170,2007,"108,600,000 Rwf"
7307,2011-03-21 16:57:24,compact car,Manual,diesel,,565,volkswagen,"150,000km",105,1998,"24,000,000 Rwf"
7308,2011-04-04 18:39:14,compact car,Manual,gasoline,,309,renault,"80,000km",75,2006,"49,080,000 Rwf"
7309,2011-03-27 17:57:59,sedan,Manual,diesel,Yes,126,audi,"150,000km",90,1993,"12,000,000 Rwf"
7310,2011-04-03 12:46:28,sedan,Manual,gasoline,,635,volkswagen,"150,000km",75,1999,"37,080,000 Rwf"
7311,2011-04-04 18:40:11,station wagon,Automatic,diesel,,676,ford,"150,000km",131,2002,"109,188,000 Rwf"
7312,2011-03-25 15:56:25,,Manual,,,3,ford,"150,000km",115,2011,"12,240,000 Rwf"
7313,2011-03-25 11:37:39,compact car,Manual,gasoline,,524,bmw,"70,000km",116,2001,"96,598,800 Rwf"
7314,2011-03-21 22:55:22,compact car,Manual,gasoline,,329,mini,"150,000km",90,1998,"48,240,000 Rwf"
7315,2011-03-05 21:25:25,sedan,Manual,gasoline,,673,volkswagen,"80,000km",80,2004,"60,360,000 Rwf"
7316,2011-03-07 19:48:59,sedan,Manual,gasoline,Yes,328,volkswagen,"150,000km",75,1999,"13,020,000 Rwf"
7317,2011-03-11 15:49:25,compact car,Manual,gasoline,Yes,21,peugeot,"150,000km",60,1997,"718,800 Rwf"
7318,2011-03-14 21:41:18,sedan,Manual,gasoline,Yes,131,peugeot,"150,000km",109,1996,"12,120,000 Rwf"
7319,2011-03-14 15:46:09,compact car,Manual,gasoline,,105,volkswagen,"100,000km",54,2000,"48,240,000 Rwf"
7320,2011-03-10 17:53:22,compact car,Manual,gasoline,,387,opel,"150,000km",60,1990,"1,020,000 Rwf"
7321,2011-04-01 19:46:51,compact car,Manual,gasoline,,34,suzuki,"150,000km",92,2000,"36,120,000 Rwf"
7322,2011-03-11 01:25:34,compact car,Manual,gasoline,,526,mini,"100,000km",95,2002,"61,080,000 Rwf"
7323,2011-03-15 11:56:38,sedan,Automatic,gasoline,,235,mercedes_benz,"100,000km",457,2005,"408,660,000 Rwf"
7324,2011-03-23 18:58:53,sedan,Manual,gasoline,,326,mazda,"150,000km",88,1994,"12,360,000 Rwf"
7325,2011-03-23 19:44:36,sedan,Manual,gasoline,,278,bmw,"150,000km",99,1984,"1,078,800 Rwf"
7326,2011-03-20 12:25:21,compact car,Automatic,gasoline,Yes,736,daihatsu,"100,000km",0,2000,"600,000 Rwf"
7327,2011-03-16 11:42:56,compact car,,gasoline,,821,volkswagen,"125,000km",0,2002,"73,198,800 Rwf"
7328,2011-03-17 17:52:32,van,Manual,diesel,,200,opel,"150,000km",101,1997,"36,900,000 Rwf"
7329,2011-03-16 01:00:47,compact car,Manual,gasoline,,836,volkswagen,"150,000km",75,1990,"60,000 Rwf"
7330,2011-03-16 19:06:16,sedan,Automatic,gasoline,,2,mercedes_benz,"150,000km",136,2000,"49,080,000 Rwf"
7331,2011-03-29 15:38:56,station wagon,Automatic,gasoline,,212,bmw,"100,000km",143,1998,"72,600,000 Rwf"
7332,2011-03-08 18:41:53,station wagon,Manual,diesel,,903,opel,"100,000km",70,1990,"1,068,000 Rwf"
7333,2011-04-05 11:52:55,,Automatic,gasoline,,624,mercedes_benz,"150,000km",0,1995,"12,118,800 Rwf"
7334,2011-03-07 09:36:19,sedan,Automatic,,,964,bmw,"150,000km",272,1996,"60,960,000 Rwf"
7335,2011-03-19 09:55:31,sedan,Manual,gasoline,,706,alfa_romeo,"125,000km",63,1971,"48,600,000 Rwf"
7336,2011-04-04 21:25:38,van,Automatic,diesel,,32,ford,"60,000km",200,2007,"72,000,000 Rwf"
7337,2011-03-14 17:42:42,van,,gasoline,,821,mazda,"90,000km",0,1996,"24,228,000 Rwf"
7338,2011-04-03 19:59:28,compact car,Manual,gasoline,Yes,93,opel,"150,000km",45,1992,"358,800 Rwf"
7339,2011-03-20 17:25:29,convertible,Manual,gasoline,,805,bmw,"150,000km",192,1993,"108,240,000 Rwf"
7340,2011-04-03 01:25:36,sedan,Manual,diesel,,408,mercedes_benz,"70,000km",170,2006,"253,020,000 Rwf"
7341,2011-03-05 19:51:58,sedan,Automatic,gasoline,,749,bmw,"125,000km",116,1999,"60,000,000 Rwf"
7342,2011-04-05 11:47:19,,,,,970,renault,"150,000km",0,1995,"12,000,000 Rwf"
7343,2011-03-25 21:37:04,sedan,Manual,gasoline,,76,audi,"150,000km",125,1992,"13,080,000 Rwf"
7344,2011-03-07 19:42:27,station wagon,Automatic,diesel,,809,bmw,"80,000km",184,2006,"228,358,800 Rwf"
7345,2011-03-11 20:58:13,,Manual,diesel,,5,chrysler,"60,000km",0,2012,"145,194,000 Rwf"
7346,2011-03-05 14:49:03,station wagon,Manual,gasoline,,840,opel,"125,000km",1055,2002,"60,000,000 Rwf"
7347,2011-03-09 23:46:46,van,Manual,diesel,,334,volkswagen,"150,000km",78,1990,"36,600,000 Rwf"
7348,2011-03-25 13:25:20,sedan,Manual,diesel,,671,volkswagen,"100,000km",105,2006,"120,540,000 Rwf"
7349,2011-03-23 15:40:51,compact car,Automatic,gasoline,,572,smart,"60,000km",71,2002,"61,188,000 Rwf"
7350,2011-03-07 00:53:07,sedan,Automatic,gasoline,,392,volkswagen,"60,000km",86,2006,"120,238,800 Rwf"
7351,2011-03-28 16:25:55,Other,Manual,gasoline,,152,sonstige_autos,"60,000km",184,1979,"84,720,000 Rwf"
7352,2011-04-03 23:50:41,compact car,Manual,diesel,,524,renault,"150,000km",82,1997,"24,420,000 Rwf"
7353,2011-03-31 21:48:12,compact car,Manual,gasoline,,793,seat,"150,000km",64,1997,"24,000,000 Rwf"
7354,2011-03-12 22:49:55,,Manual,diesel,,730,volkswagen,"150,000km",68,2012,"12,240,000 Rwf"
7355,2011-03-09 21:06:20,sedan,Manual,gasoline,,230,volkswagen,"125,000km",102,1996,"25,078,800 Rwf"
7356,2011-03-12 22:06:26,station wagon,Automatic,gasoline,,85,mercedes_benz,"125,000km",387,2005,"324,720,000 Rwf"
7357,2011-03-09 17:54:41,Other,Manual,diesel,,143,peugeot,"70,000km",136,2004,"97,198,800 Rwf"
7358,2011-03-09 12:50:48,station wagon,Manual,gasoline,Yes,255,mercedes_benz,"150,000km",193,1994,"24,060,000 Rwf"
7359,2011-03-09 10:39:55,station wagon,,diesel,,973,volkswagen,"150,000km",140,2002,"96,000,000 Rwf"
7360,2011-03-15 09:50:29,sedan,Manual,,,648,peugeot,"125,000km",95,2003,"25,198,800 Rwf"
7361,2011-04-01 19:43:06,sedan,Manual,gasoline,,549,mercedes_benz,"150,000km",122,1989,"12,720,000 Rwf"
7362,2011-03-26 11:38:03,sedan,Manual,gasoline,,786,bmw,"125,000km",102,1992,"12,420,000 Rwf"
7363,2011-04-02 08:55:59,compact car,Manual,gasoline,,446,toyota,"150,000km",75,1990,"780,000 Rwf"
7364,2011-03-08 11:56:56,station wagon,Automatic,diesel,,883,bmw,"150,000km",286,2003,"168,478,800 Rwf"
7365,2011-03-25 16:31:14,compact car,Automatic,gasoline,Yes,429,smart,"150,000km",45,1995,"780,000 Rwf"
7366,2011-03-10 20:55:01,convertible,Automatic,gasoline,,3,toyota,"150,000km",140,1996,"60,240,000 Rwf"
7367,2011-03-19 07:53:36,station wagon,Manual,gasoline,Yes,943,skoda,"150,000km",102,2002,"25,188,000 Rwf"
7368,2011-03-28 10:58:49,compact car,Manual,gasoline,,400,citroen,"70,000km",73,2000,"36,300,000 Rwf"
7369,2011-03-06 13:42:34,compact car,Manual,gasoline,,340,nissan,"100,000km",68,2004,"48,228,000 Rwf"
7370,2011-03-25 08:53:11,compact car,Manual,gasoline,Yes,14,ford,"125,000km",60,1995,"240,000 Rwf"
7371,2011-03-14 22:55:00,sedan,Manual,,,771,volkswagen,"150,000km",75,1993,"12,478,800 Rwf"
7372,2011-03-26 01:36:19,station wagon,Manual,diesel,,798,bmw,"150,000km",184,1994,"48,600,000 Rwf"
7373,2011-04-04 15:52:03,compact car,Manual,gasoline,,443,renault,"150,000km",43,1993,"540,000 Rwf"
7374,2011-03-16 23:53:22,sedan,Manual,,,116,opel,"5,000km",115,2009,"156,600,000 Rwf"
7375,2011-03-13 17:07:03,,,gasoline,,856,renault,"150,000km",0,1995,"240,000 Rwf"
7376,2011-03-17 16:06:25,,Manual,,,170,volkswagen,"150,000km",75,2011,"1,078,800 Rwf"
7377,2011-03-18 17:46:54,convertible,Manual,gasoline,,726,nissan,"125,000km",110,2001,"49,140,000 Rwf"
7378,2011-03-13 15:36:44,compact car,Manual,gasoline,,664,renault,"150,000km",58,1994,"1,080,000 Rwf"
7379,2011-03-07 10:53:13,sedan,Manual,gasoline,,693,seat,"150,000km",105,1998,"37,188,000 Rwf"
7380,2011-03-29 15:56:42,SUV,Automatic,gasoline,,141,porsche,"125,000km",420,2008,"660,600,000 Rwf"
7381,2011-03-11 18:40:53,sedan,Manual,gasoline,,754,ford,"150,000km",75,1993,"780,000 Rwf"
7382,2011-03-21 19:40:24,station wagon,Manual,gasoline,,875,volkswagen,"150,000km",75,1994,"12,336,000 Rwf"
7383,2011-03-28 16:50:15,sedan,Manual,gasoline,,4,mazda,"150,000km",141,1997,"24,960,000 Rwf"
7384,2011-03-28 12:48:50,sedan,Automatic,gasoline,,944,bmw,"150,000km",170,1997,"48,960,000 Rwf"
7385,2011-03-17 11:48:42,sedan,Manual,diesel,,195,volkswagen,"30,000km",184,2008,"264,948,000 Rwf"
7386,2011-03-19 21:54:29,sedan,Manual,LPG,,38,opel,"150,000km",116,1995,"12,360,000 Rwf"
7387,2011-03-15 08:50:35,van,Manual,diesel,,691,volkswagen,"150,000km",174,1998,"156,540,000 Rwf"
7388,2011-03-16 14:45:33,station wagon,Manual,diesel,,107,ford,"150,000km",131,2001,"36,540,000 Rwf"
7389,2011-03-25 14:54:34,SUV,Automatic,diesel,,1,volkswagen,"100,000km",239,2003,"120,120,000 Rwf"
7390,2011-03-21 16:48:57,,,gasoline,,68,mazda,"150,000km",0,2012,"12,480,000 Rwf"
7391,2011-03-31 14:45:30,compact car,Manual,gasoline,,235,renault,"150,000km",75,1998,"12,900,000 Rwf"
7392,2011-03-07 18:56:29,compact car,Manual,gasoline,,405,mini,"40,000km",75,2006,"85,080,000 Rwf"
7393,2011-03-15 09:37:21,,Manual,,,248,bmw,"150,000km",170,1995,"12,478,800 Rwf"
7394,2011-03-29 15:06:20,compact car,Manual,gasoline,,147,suzuki,"125,000km",125,2003,"48,900,000 Rwf"
7395,2011-03-21 23:55:53,,Manual,,,57,mazda,"150,000km",109,2012,"48,708,000 Rwf"
7396,2011-03-11 11:36:22,sedan,Manual,diesel,,234,bmw,"150,000km",245,2006,"156,000,000 Rwf"
7397,2011-03-26 11:55:58,van,Manual,diesel,,307,kia,"90,000km",65,1993,"24,360,000 Rwf"
7398,2011-03-12 17:48:22,sedan,,gasoline,,629,opel,"150,000km",125,1997,"12,300,000 Rwf"
7399,2011-03-18 11:25:37,convertible,Manual,gasoline,,183,bmw,"150,000km",150,1989,"25,198,800 Rwf"
7400,2011-03-30 01:36:41,van,Manual,gasoline,,916,ford,"80,000km",120,1998,"37,188,000 Rwf"
7401,2011-03-18 16:44:08,sedan,Manual,diesel,,438,seat,"125,000km",140,2002,"84,600,000 Rwf"
7402,2011-03-10 07:57:46,Other,Automatic,diesel,,603,mercedes_benz,"150,000km",224,2005,"168,600,000 Rwf"
7403,2011-03-26 10:55:18,convertible,Manual,,Yes,210,fiat,"5,000km",0,1989,"144,000 Rwf"
7404,2011-03-26 19:06:20,station wagon,Automatic,diesel,,447,volkswagen,"150,000km",140,2002,"60,240,000 Rwf"
7405,2011-03-21 23:52:15,compact car,Manual,gasoline,,181,opel,"150,000km",75,2000,"24,708,000 Rwf"
7406,2011-03-08 21:45:04,sedan,Manual,diesel,,767,bmw,"150,000km",163,1997,"37,188,000 Rwf"
7407,2011-04-01 09:52:15,compact car,Automatic,gasoline,,422,mercedes_benz,"150,000km",102,1993,"660,000 Rwf"
7408,2011-03-08 20:50:43,SUV,Automatic,LPG,,958,porsche,"150,000km",349,1999,"144,600,000 Rwf"
7409,2011-03-16 15:51:44,,Manual,gasoline,,350,volkswagen,"150,000km",0,2011,0 Rwf
7410,2011-03-12 23:58:00,sedan,Manual,gasoline,,43,renault,"90,000km",70,1991,0 Rwf
7411,2011-04-02 12:46:21,compact car,Manual,gasoline,,514,opel,"100,000km",60,2001,"36,540,000 Rwf"
